category,urgency,targetPrice,price,approved
optional,low,2260,2683,false
optional,high,2510,2904,true
optional,medium,1610,1681,true
optional,medium,2350,2383,true
basic,high,2730,3072,true
basic,low,310,671,false
optional,low,250,610,false
optional,low,2500,2951,false
basic,low,1400,1720,false
basic,low,2770,3231,false
basic,low,1010,1182,false
basic,high,2970,3100,true
basic,high,1460,1883,false
optional,high,2620,2704,true
basic,medium,2840,3023,true
basic,low,60,129,false
basic,medium,1040,1142,true
optional,medium,370,638,false
optional,high,2960,3230,true
optional,high,380,690,false
optional,low,710,1107,false
optional,medium,1240,1502,false
basic,high,2260,2285,true
optional,low,2090,2547,false
optional,high,2780,2904,true
basic,medium,3260,3756,true
basic,high,2370,2861,true
optional,high,2540,2608,true
optional,high,2670,2702,true
basic,low,2430,2727,true
basic,high,2260,2479,true
optional,low,1480,1625,true
optional,high,1230,1380,true
basic,high,160,423,false
basic,medium,2250,2664,false
basic,low,770,1105,false
optional,medium,3400,3461,true
optional,low,2840,2882,true
optional,high,2650,2747,true
optional,medium,1290,1745,false
optional,medium,380,729,false
basic,high,3060,3256,true
basic,medium,1030,1067,true
optional,medium,370,670,false
optional,high,1820,1938,true
optional,high,900,1096,false
optional,medium,700,941,false
basic,medium,2120,2357,true
basic,low,1280,1391,true
basic,low,1050,1122,true
basic,low,2630,2937,true
basic,high,80,193,false
optional,high,3450,3720,true
basic,high,1200,1231,true
optional,medium,1890,1905,true
optional,low,790,1202,false
basic,medium,1720,2149,false
basic,low,1360,1463,true
optional,high,500,615,false
optional,high,3150,3267,true
basic,low,3480,3565,true
optional,low,1330,1681,false
basic,medium,1710,1928,true
optional,low,1870,2224,false
optional,medium,2460,2838,false
basic,medium,930,1045,true
optional,high,2760,3162,true
basic,high,2670,3020,true
basic,low,2590,3027,false
optional,low,1140,1417,false
basic,low,740,1026,false
optional,medium,510,781,false
basic,medium,2630,2987,true
optional,high,20,120,false
optional,high,1910,2200,true
basic,high,2290,2547,true
optional,low,1410,1857,false
basic,low,2190,2489,true
optional,medium,1710,1794,true
optional,medium,2090,2466,false
basic,high,690,1155,false
basic,medium,3210,3338,true
basic,low,2790,3005,true
basic,medium,470,545,true
basic,low,1110,1439,false
basic,high,60,228,false
basic,medium,670,1044,false
optional,high,2010,2398,false
optional,high,790,985,false
optional,low,950,1038,true
basic,high,600,960,false
optional,high,1360,1370,true
optional,medium,2460,2736,true
optional,high,3130,3152,true
optional,medium,2220,2572,false
basic,medium,130,196,false
basic,high,800,875,true
basic,medium,3330,3826,true
optional,low,3430,3816,false
basic,low,1390,1588,true
basic,medium,1700,1902,true
basic,low,1320,1789,false
basic,low,2520,2736,true
basic,low,340,565,false
optional,high,1570,1808,true
basic,low,690,885,false
basic,high,2670,2992,true
basic,low,2140,2632,false
basic,high,1530,2011,false
basic,medium,3090,3290,true
basic,low,3050,3104,true
basic,high,590,695,true
basic,low,1420,1889,false
optional,high,1150,1310,true
basic,low,1360,1471,true
optional,low,910,1015,false
optional,medium,3190,3309,true
optional,high,2420,2465,true
basic,low,0,56,false
basic,medium,690,1189,false
basic,low,470,574,false
optional,high,510,690,false
basic,high,2000,2113,true
basic,low,2520,2648,true
basic,medium,1330,1346,true
basic,medium,3210,3310,true
optional,low,3310,3697,false
basic,high,720,1186,false
basic,high,2960,3015,true
basic,medium,1470,1713,true
optional,medium,1640,1797,true
basic,medium,2360,2395,true
basic,low,1830,2147,false
optional,low,350,498,false
optional,medium,2660,3012,false
basic,medium,2050,2456,false
optional,medium,1450,1797,false
basic,medium,1720,1910,true
basic,low,1750,2242,false
optional,medium,60,317,false
optional,low,2440,2760,false
basic,medium,2540,2947,true
basic,high,860,1346,false
optional,medium,3000,3334,true
optional,medium,180,455,false
optional,medium,1290,1356,true
optional,low,450,587,false
basic,low,80,263,false
basic,medium,3420,3914,true
basic,low,410,579,false
basic,medium,1820,1823,true
basic,high,470,592,false
basic,low,1410,1741,false
basic,low,750,877,false
optional,medium,2630,2829,true
optional,medium,720,728,true
optional,high,890,1066,false
optional,medium,3250,3357,true
basic,medium,3240,3495,true
optional,low,130,598,false
optional,high,2890,3159,true
optional,high,3350,3695,true
basic,medium,2770,3220,true
basic,low,480,931,false
optional,high,3230,3471,true
optional,low,3130,3413,true
basic,high,1510,1659,true
basic,low,2460,2787,true
optional,medium,330,456,false
optional,high,1470,1905,false
basic,low,3130,3483,true
optional,low,1400,1524,true
basic,low,240,647,false
optional,high,3210,3615,true
basic,medium,2030,2386,true
optional,low,900,1330,false
optional,medium,3120,3531,false
basic,medium,1350,1569,true
optional,low,1470,1771,false
optional,low,530,831,false
optional,medium,1670,1717,true
basic,high,2350,2643,true
basic,high,1480,1480,true
optional,high,1410,1787,false
optional,high,1070,1530,false
basic,high,2110,2433,true
basic,medium,290,554,false
optional,low,550,555,true
basic,low,0,19,false
basic,medium,3250,3409,true
optional,high,2450,2583,true
basic,low,2210,2473,true
optional,low,330,772,false
optional,medium,2560,2896,false
optional,medium,2330,2464,true
basic,medium,1980,2139,true
optional,medium,1300,1793,false
optional,high,2940,3143,true
basic,high,620,677,true
basic,low,2710,2861,true
optional,low,3490,3617,true
basic,medium,410,882,false
optional,medium,1380,1728,false
optional,high,2110,2439,true
basic,low,380,820,false
optional,medium,2720,3159,false
optional,medium,2210,2493,false
basic,low,2240,2367,true
basic,high,2460,2822,true
optional,low,540,860,false
optional,low,440,749,false
basic,medium,1960,1964,true
basic,medium,560,992,false
basic,medium,1940,2091,true
optional,medium,2930,3336,false
basic,low,2100,2518,false
optional,medium,1930,2368,false
optional,medium,2980,3424,false
basic,medium,3190,3319,true
basic,low,2330,2648,true
optional,medium,80,341,false
basic,low,3210,3579,true
basic,medium,1830,2131,true
optional,high,170,367,false
optional,high,800,1088,false
basic,high,3240,3703,true
basic,medium,830,1076,false
optional,low,200,419,false
optional,low,2570,2814,true
optional,high,1410,1626,true
basic,medium,2230,2301,true
optional,medium,890,945,true
basic,low,1440,1489,true
optional,high,280,549,false
optional,high,550,1041,false
basic,high,540,756,false
optional,medium,2430,2455,true
basic,low,2990,2994,true
basic,medium,3180,3220,true
basic,high,430,581,false
optional,medium,1930,2198,false
basic,medium,2310,2731,false
optional,low,20,174,false
basic,high,1030,1418,false
basic,high,1600,1902,true
basic,low,520,568,true
basic,medium,760,1013,false
optional,low,1480,1529,true
basic,low,530,811,false
basic,low,3490,3967,true
basic,low,2020,2304,true
optional,high,3330,3824,true
basic,low,2790,2843,true
optional,high,2700,3104,true
basic,high,2390,2756,true
optional,low,2610,2752,true
basic,high,2890,2977,true
optional,medium,160,193,false
optional,high,2020,2138,true
optional,medium,2460,2561,true
optional,low,2180,2207,true
optional,high,580,861,false
optional,medium,2730,2888,true
optional,high,2090,2136,true
basic,low,2330,2729,false
basic,low,2350,2539,true
optional,high,2430,2915,false
optional,high,360,495,false
optional,low,2160,2176,true
optional,medium,720,1049,false
basic,low,820,1045,false
optional,medium,1530,1596,true
basic,high,2620,3080,true
optional,low,2970,3141,true
optional,medium,3260,3623,true
basic,high,900,911,true
optional,high,2330,2743,true
optional,low,1100,1328,false
optional,medium,1150,1234,true
optional,low,0,200,false
optional,medium,3410,3510,true
basic,low,3380,3837,true
optional,high,2090,2376,true
basic,high,560,568,true
optional,high,1440,1541,true
basic,high,2130,2257,true
basic,medium,2500,2626,true
basic,low,1400,1735,false
optional,low,2500,2682,true
optional,high,860,1165,false
basic,medium,1580,1833,true
optional,high,1030,1033,true
basic,medium,3470,3502,true
basic,high,390,576,false
basic,high,1030,1333,false
basic,low,2350,2498,true
optional,low,450,833,false
optional,low,70,412,false
optional,low,310,736,false
basic,medium,1220,1282,true
basic,medium,1690,2027,false
basic,medium,1310,1368,true
basic,low,440,668,false
optional,medium,310,431,false
optional,low,1390,1450,true
basic,low,660,1113,false
basic,low,600,757,false
basic,medium,2250,2433,true
optional,medium,2650,2788,true
optional,low,880,1093,false
basic,high,1640,1998,true
basic,low,2930,3012,true
optional,low,3070,3483,false
optional,medium,2310,2588,false
basic,low,1810,2286,false
optional,medium,1410,1742,false
optional,high,1240,1437,true
optional,low,950,1195,false
basic,medium,3430,3903,true
optional,high,2700,3041,true
basic,medium,1140,1345,true
basic,high,960,1203,false
optional,high,2160,2582,false
optional,medium,1420,1812,false
optional,medium,2190,2409,true
optional,high,1260,1347,true
basic,high,1080,1240,true
optional,low,430,589,false
optional,low,160,434,false
optional,high,1700,1878,true
optional,low,2150,2599,false
optional,low,2440,2483,true
optional,low,3080,3150,true
optional,medium,2490,2632,true
basic,medium,1240,1375,true
basic,high,3460,3855,true
basic,high,1180,1575,false
optional,low,2230,2383,true
optional,high,1370,1772,false
optional,low,3320,3471,true
basic,low,20,49,false
basic,medium,160,636,false
optional,medium,1390,1699,false
optional,high,1280,1547,false
basic,medium,2690,3090,true
optional,medium,340,426,false
basic,high,1250,1491,true
basic,medium,1480,1551,true
optional,medium,1150,1393,false
basic,high,140,565,false
basic,low,2050,2302,true
basic,low,970,1046,true
basic,high,720,758,true
optional,high,140,321,false
optional,low,2800,3282,false
optional,high,1140,1483,false
optional,medium,2120,2363,true
basic,medium,2460,2776,true
optional,low,2420,2895,false
basic,medium,150,584,false
basic,medium,890,920,true
optional,high,1530,1539,true
basic,low,1200,1574,false
basic,low,2760,2907,true
optional,high,2760,3106,true
basic,medium,1600,1846,true
basic,medium,2070,2178,true
basic,high,1730,1988,true
optional,medium,2700,2704,true
basic,medium,2610,2921,true
basic,high,1230,1371,true
basic,medium,150,244,false
basic,low,720,770,true
basic,high,2630,3026,true
basic,high,2280,2377,true
optional,high,1020,1246,false
basic,medium,1450,1458,true
optional,medium,2460,2664,true
optional,high,2030,2196,true
optional,high,1400,1726,false
basic,low,440,614,false
basic,high,3470,3794,true
optional,high,2460,2470,true
basic,low,2790,3200,true
basic,medium,1690,1908,true
optional,low,1430,1685,false
basic,high,580,591,true
basic,medium,1520,1682,true
optional,medium,540,774,false
basic,low,510,827,false
basic,medium,2460,2798,true
basic,low,1850,2117,true
basic,low,640,783,false
optional,low,220,366,false
basic,medium,1300,1490,true
basic,high,2030,2455,true
optional,low,2040,2169,true
optional,low,750,1088,false
optional,high,800,845,true
optional,medium,530,943,false
optional,medium,1520,1545,true
basic,medium,2770,3040,true
optional,high,3330,3449,true
optional,low,1510,1747,false
optional,low,1350,1374,true
basic,medium,840,862,true
optional,high,2380,2586,true
basic,medium,2430,2544,true
optional,low,520,602,false
basic,high,1730,1832,true
optional,high,1310,1404,true
basic,medium,470,476,true
basic,low,720,1032,false
basic,high,2800,3168,true
basic,low,2210,2238,true
optional,high,2860,3142,true
optional,low,3120,3295,true
optional,medium,1140,1447,false
optional,high,1390,1445,true
optional,low,470,747,false
optional,medium,40,243,false
basic,high,2690,3120,true
optional,medium,300,331,true
basic,medium,2630,2727,true
optional,medium,330,567,false
basic,medium,2080,2156,true
optional,low,2780,3232,false
optional,medium,3300,3371,true
optional,medium,2910,3073,true
optional,low,2570,2831,false
basic,medium,1540,1828,false
basic,low,480,727,false
basic,medium,3150,3634,true
optional,low,1340,1588,false
optional,low,200,557,false
optional,high,1940,2165,true
optional,low,1990,1996,true
optional,high,310,805,false
basic,low,2690,3102,false
optional,low,1190,1226,true
optional,high,3200,3246,true
basic,low,2640,2939,true
basic,medium,1280,1680,false
optional,low,3080,3100,true
basic,medium,340,725,false
optional,low,3050,3069,true
basic,low,3190,3619,true
basic,high,670,962,false
optional,low,550,650,false
optional,medium,490,730,false
basic,medium,3170,3393,true
basic,low,3470,3573,true
basic,low,2190,2408,true
basic,high,3240,3601,true
basic,medium,150,175,true
optional,high,400,661,false
optional,low,810,1091,false
basic,high,370,643,false
optional,low,3040,3067,true
optional,low,1540,1847,false
basic,high,1460,1545,true
optional,high,690,1142,false
optional,low,1240,1369,false
basic,medium,1090,1408,false
optional,medium,2740,3044,true
optional,low,1520,1698,false
optional,high,1900,2328,false
optional,medium,2890,2907,true
optional,medium,3320,3507,true
basic,medium,1480,1613,true
basic,high,2530,2872,true
optional,medium,470,840,false
basic,low,610,635,true
optional,low,1810,1875,true
optional,low,1410,1856,false
basic,high,3240,3364,true
optional,medium,2810,2905,true
optional,medium,2440,2885,false
optional,medium,400,786,false
optional,high,320,504,false
optional,low,780,837,true
basic,low,2240,2262,true
optional,medium,1280,1424,true
optional,high,2460,2467,true
basic,low,3120,3470,true
optional,medium,2710,2975,true
optional,medium,2730,3074,false
optional,medium,760,941,false
basic,high,750,1166,false
optional,high,3050,3249,true
basic,medium,1930,2263,true
optional,high,110,446,false
basic,high,920,1196,false
optional,medium,740,1236,false
basic,low,2030,2451,false
basic,high,2490,2713,true
optional,high,540,660,false
basic,low,2330,2493,true
basic,high,3240,3310,true
basic,medium,2490,2985,false
optional,medium,2290,2399,true
basic,low,1920,2300,false
basic,medium,1500,1831,false
optional,low,3130,3581,false
optional,low,150,270,false
optional,high,400,782,false
basic,high,620,761,true
basic,low,1760,2032,false
basic,high,1780,2089,true
optional,low,2920,3338,false
optional,high,160,199,false
basic,high,1210,1350,true
basic,high,2240,2672,true
basic,high,3380,3734,true
optional,low,250,371,false
basic,low,580,790,false
basic,low,1680,1710,true
optional,high,790,992,false
basic,low,2240,2427,true
basic,high,2600,2699,true
optional,high,1710,2046,false
optional,high,2230,2241,true
optional,medium,3390,3858,false
optional,low,3010,3479,false
basic,low,1530,1892,false
basic,high,1320,1788,false
basic,high,570,974,false
basic,low,3190,3344,true
basic,medium,1050,1436,false
basic,medium,330,381,true
basic,high,960,1176,true
basic,high,420,532,false
optional,low,2380,2452,true
optional,high,2530,2547,true
basic,medium,250,408,false
basic,medium,1690,1701,true
basic,low,370,566,false
optional,high,3180,3506,true
basic,high,3140,3489,true
basic,high,1990,2478,true
basic,low,3470,3478,true
optional,high,2960,3133,true
optional,high,1510,1970,false
basic,high,2130,2233,true
optional,high,2150,2334,true
optional,low,800,1108,false
optional,low,2190,2403,true
basic,high,2880,3052,true
basic,low,1030,1092,true
basic,high,2320,2502,true
basic,medium,810,1217,false
optional,low,950,1365,false
basic,high,2840,3217,true
basic,medium,1520,1750,true
optional,high,3000,3030,true
basic,low,260,559,false
basic,high,3320,3449,true
basic,medium,1380,1427,true
optional,high,2820,3222,true
basic,low,890,918,true
basic,medium,1720,2049,false
basic,high,1380,1837,false
optional,high,2470,2802,true
basic,medium,360,465,false
optional,low,1360,1395,true
basic,low,680,948,false
basic,medium,490,706,false
basic,medium,2810,3305,true
optional,low,2240,2385,true
optional,low,1080,1126,true
basic,medium,2620,2632,true
basic,medium,330,529,false
optional,low,3270,3488,true
optional,high,2080,2370,true
basic,medium,1790,2253,false
basic,medium,3310,3315,true
basic,medium,1580,1750,true
basic,high,1230,1629,false
optional,medium,210,270,false
basic,medium,1310,1785,false
optional,high,330,815,false
basic,medium,760,1187,false
basic,medium,1170,1614,false
basic,low,220,683,false
optional,medium,750,891,false
basic,high,1940,2299,true
optional,low,2240,2719,false
basic,low,1650,1656,true
basic,low,2110,2266,true
optional,high,1220,1683,false
optional,low,1280,1432,false
basic,high,2280,2579,true
optional,high,3430,3857,true
optional,medium,2620,3052,false
optional,low,1570,1607,true
basic,low,2050,2243,true
basic,medium,350,570,false
optional,high,3100,3316,true
basic,medium,2400,2484,true
optional,high,440,714,false
basic,medium,2930,3084,true
basic,high,1960,2446,true
optional,high,1600,1913,false
basic,low,2630,2960,true
optional,low,2400,2403,true
optional,high,610,749,false
basic,low,2390,2603,true
basic,low,220,360,false
basic,high,420,535,false
optional,low,120,490,false
basic,high,350,506,false
basic,high,2770,3151,true
basic,medium,2140,2583,false
optional,low,1470,1716,false
optional,low,500,947,false
basic,low,580,817,false
optional,medium,290,600,false
basic,high,2880,3059,true
optional,medium,1780,1850,true
optional,low,2430,2465,true
optional,low,1030,1523,false
basic,low,1830,1958,true
basic,high,2450,2649,true
optional,high,1510,1734,true
optional,medium,2140,2636,false
basic,high,780,1020,false
optional,low,890,1279,false
basic,low,360,551,false
basic,medium,840,1121,false
optional,low,3230,3596,false
basic,low,2020,2251,true
optional,low,3080,3225,true
optional,medium,2450,2595,true
basic,low,760,1258,false
basic,medium,60,221,false
optional,high,1450,1897,false
optional,low,1260,1433,false
basic,medium,1970,2100,true
optional,medium,890,1087,false
optional,high,2090,2159,true
optional,medium,2810,3238,false
optional,low,670,1080,false
optional,low,1950,2168,false
optional,low,3360,3481,true
optional,high,60,548,false
basic,low,2540,2792,true
optional,low,3430,3433,true
basic,low,270,452,false
optional,high,1410,1802,false
basic,high,670,920,false
optional,low,2130,2197,true
basic,high,420,900,false
basic,low,920,1311,false
basic,low,290,379,false
optional,medium,500,901,false
basic,medium,2130,2437,true
basic,low,440,782,false
optional,low,1150,1623,false
optional,high,3440,3844,true
basic,low,1500,1652,true
basic,high,1180,1385,true
basic,high,2000,2190,true
optional,medium,1510,1719,false
optional,low,1240,1486,false
basic,low,170,398,false
optional,low,2180,2662,false
optional,low,2030,2464,false
optional,medium,3320,3549,true
basic,low,370,822,false
optional,low,2380,2779,false
basic,low,1000,1184,false
basic,high,2660,3111,true
basic,low,1930,2235,false
optional,high,2280,2609,true
optional,high,410,415,true
optional,low,430,517,false
basic,medium,2290,2333,true
optional,medium,3270,3616,true
basic,medium,1790,1854,true
basic,low,790,852,true
optional,low,1310,1618,false
optional,medium,780,1007,false
basic,low,1160,1213,true
optional,medium,1730,1804,true
basic,medium,3170,3599,true
basic,low,2070,2281,true
optional,low,1280,1548,false
basic,low,3060,3324,true
optional,medium,2760,3153,false
optional,medium,2540,2758,true
basic,low,760,1155,false
basic,medium,1840,2236,false
optional,high,2630,3051,true
basic,low,2870,3289,true
basic,high,2350,2664,true
optional,high,580,1058,false
optional,low,690,1171,false
basic,high,1680,2104,false
optional,medium,80,550,false
optional,medium,3080,3475,false
optional,medium,3480,3797,true
optional,high,960,1384,false
optional,low,670,1023,false
optional,low,3020,3255,true
optional,medium,2540,2614,true
basic,high,230,354,false
basic,low,2690,3074,true
basic,low,2580,3053,false
basic,low,2990,3077,true
basic,medium,2110,2276,true
basic,medium,2950,3178,true
optional,medium,2030,2298,false
basic,high,1060,1370,false
optional,high,1720,1928,true
basic,low,430,574,false
optional,medium,2670,2785,true
basic,high,1410,1815,false
optional,low,2260,2514,false
basic,high,2830,3188,true
basic,high,850,1057,true
optional,high,1410,1579,true
basic,low,1680,1999,false
optional,medium,2070,2384,false
optional,low,670,1063,false
basic,medium,2570,2843,true
basic,high,1850,2340,false
optional,high,2740,3060,true
optional,low,2680,3150,false
basic,medium,2210,2380,true
basic,medium,2030,2271,true
optional,high,2780,2859,true
basic,high,2920,3261,true
optional,low,2490,2495,true
optional,medium,3360,3437,true
optional,low,1050,1314,false
optional,low,1210,1260,true
optional,low,1320,1404,true
optional,medium,3130,3272,true
basic,medium,3430,3901,true
optional,high,930,1349,false
optional,low,2830,2898,true
basic,high,430,515,true
optional,high,40,460,false
basic,medium,80,194,false
basic,high,1970,2060,true
basic,medium,1870,2026,true
basic,high,2800,2941,true
basic,low,2920,3126,true
optional,high,2350,2402,true
optional,medium,1370,1810,false
basic,medium,3230,3457,true
basic,low,2810,3194,true
optional,medium,2540,2972,false
optional,medium,2220,2563,false
optional,medium,2350,2437,true
basic,high,1870,2082,true
optional,medium,3170,3567,false
basic,low,2370,2597,true
basic,medium,2910,2945,true
basic,high,1540,1680,true
optional,medium,1860,1922,true
optional,medium,500,653,false
optional,low,2220,2273,true
basic,medium,3360,3539,true
basic,medium,2490,2652,true
optional,low,960,992,true
optional,medium,1800,1845,true
basic,medium,1730,2058,false
optional,medium,2710,2892,true
optional,low,250,397,false
basic,high,2340,2424,true
basic,high,980,1325,false
basic,medium,2970,3002,true
basic,low,2660,2917,true
basic,low,1890,2272,false
basic,medium,700,701,true
optional,low,3380,3682,true
optional,low,720,841,false
optional,medium,2760,3132,false
basic,low,390,520,false
basic,low,3050,3062,true
basic,low,930,1006,true
basic,medium,1020,1430,false
basic,medium,920,937,true
basic,low,2510,2588,true
basic,medium,190,426,false
optional,medium,3180,3514,true
optional,medium,2230,2722,false
basic,medium,2050,2198,true
optional,low,2290,2728,false
optional,medium,1130,1356,false
basic,medium,3130,3168,true
basic,high,3430,3662,true
optional,low,160,450,false
basic,low,1590,1705,true
basic,high,1330,1467,true
optional,high,1610,2033,false
optional,high,1050,1102,true
basic,low,2570,2840,true
basic,low,930,1159,false
basic,low,1310,1390,true
optional,medium,3170,3237,true
basic,medium,2360,2512,true
basic,low,340,547,false
basic,low,1800,2090,false
basic,high,740,861,true
optional,low,420,826,false
basic,low,2680,3074,true
basic,medium,60,381,false
optional,high,70,328,false
basic,high,1890,1947,true
basic,low,390,863,false
basic,low,610,798,false
basic,low,1490,1660,true
optional,low,400,439,true
basic,medium,2140,2585,false
basic,low,2830,3097,true
optional,medium,1840,1974,true
optional,high,1960,2086,true
basic,low,260,303,false
optional,high,3340,3490,true
basic,medium,3090,3460,true
optional,high,410,488,false
optional,high,2930,3077,true
basic,high,2420,2609,true
optional,high,1900,1945,true
optional,high,2930,3138,true
optional,low,220,561,false
optional,high,2230,2301,true
basic,low,1120,1492,false
optional,medium,1430,1775,false
optional,medium,1480,1599,true
optional,low,890,1050,false
basic,medium,2010,2430,false
optional,high,1030,1093,true
basic,low,2520,2842,true
basic,high,2590,3019,true
optional,low,2330,2518,true
basic,high,1820,1936,true
optional,high,2610,3020,true
optional,low,770,1182,false
basic,low,990,1465,false
optional,medium,1490,1587,true
optional,low,630,868,false
basic,high,3220,3250,true
basic,medium,2130,2446,true
basic,low,1770,2032,true
basic,low,1350,1520,true
basic,low,2300,2461,true
optional,high,3110,3117,true
optional,low,3370,3488,true
basic,high,3180,3323,true
optional,medium,990,1394,false
optional,medium,3470,3857,true
basic,medium,1920,2402,false
optional,low,1110,1485,false
basic,medium,1140,1273,true
optional,low,720,1186,false
basic,high,2850,3056,true
basic,high,3050,3236,true
basic,low,970,1149,false
basic,low,2360,2619,true
optional,low,250,258,true
optional,low,30,195,false
optional,medium,2370,2796,false
optional,high,730,750,true
optional,high,3100,3349,true
optional,low,1730,1943,false
optional,high,3030,3123,true
optional,medium,1750,1800,true
basic,high,20,113,false
basic,high,810,959,true
basic,medium,740,1017,false
basic,medium,840,1307,false
optional,high,140,524,false
basic,high,510,956,false
basic,low,1200,1568,false
basic,high,3110,3228,true
basic,low,630,1089,false
basic,high,1040,1226,true
basic,medium,3270,3727,true
basic,medium,3210,3664,true
optional,medium,2570,3039,false
basic,high,1580,2004,false
basic,medium,2490,2821,true
basic,medium,210,601,false
basic,medium,470,839,false
basic,low,910,1184,false
optional,medium,3080,3255,true
basic,low,1520,1879,false
basic,high,2500,2985,true
optional,high,3010,3509,true
basic,medium,2110,2204,true
optional,low,2230,2549,false
basic,medium,1130,1599,false
optional,low,160,564,false
optional,high,600,894,false
basic,low,110,399,false
basic,high,1380,1381,true
basic,high,1010,1424,false
basic,medium,2080,2305,true
basic,medium,430,518,false
basic,high,1790,2164,true
optional,low,610,616,true
optional,low,2360,2633,false
basic,low,1130,1188,true
optional,medium,2470,2895,false
optional,high,900,1351,false
optional,low,2090,2298,true
basic,high,1630,1643,true
basic,high,2930,3264,true
optional,low,1870,2238,false
basic,low,2030,2117,true
basic,high,2830,3261,true
basic,high,1770,2263,false
basic,medium,450,634,false
optional,medium,3230,3681,false
optional,low,940,1171,false
optional,high,2950,3260,true
optional,medium,2770,3094,true
basic,medium,2680,3062,true
optional,high,560,644,true
basic,low,1840,2220,false
optional,medium,3430,3829,true
basic,low,550,566,true
basic,medium,1570,1747,true
basic,low,3410,3836,true
basic,high,1350,1504,true
optional,high,2100,2172,true
optional,low,1010,1184,false
optional,low,780,831,true
basic,low,570,666,false
optional,high,1310,1312,true
optional,low,1710,2148,false
basic,low,2120,2433,true
optional,high,1460,1508,true
basic,high,2820,2960,true
optional,low,820,1315,false
optional,low,630,1075,false
basic,medium,3010,3031,true
basic,medium,1740,2140,false
optional,high,910,1124,false
basic,low,800,931,false
optional,low,1800,2182,false
basic,high,1800,2251,false
basic,medium,1680,2001,false
optional,medium,2590,2986,false
optional,medium,3020,3133,true
optional,medium,2070,2351,false
basic,high,0,93,false
optional,low,480,820,false
basic,high,1470,1879,false
optional,low,1170,1520,false
optional,high,840,1171,false
basic,medium,280,336,false
basic,medium,2610,2932,true
basic,high,1890,1921,true
optional,medium,2120,2341,true
basic,medium,2930,3070,true
basic,medium,2830,3199,true
optional,low,470,757,false
optional,high,560,684,false
basic,high,930,1341,false
optional,medium,2390,2733,false
optional,low,2040,2222,true
basic,medium,1520,1964,false
basic,medium,760,810,true
optional,high,2840,3128,true
basic,medium,2480,2920,true
basic,low,3400,3675,true
optional,medium,2540,2858,false
optional,high,1320,1399,true
optional,high,3030,3363,true
basic,low,3430,3569,true
optional,low,3450,3560,true
optional,medium,2770,3250,false
basic,medium,780,1171,false
optional,medium,760,895,false
optional,high,170,658,false
basic,medium,1970,2006,true
optional,medium,180,329,false
optional,low,920,935,true
optional,high,2870,3097,true
basic,medium,3160,3308,true
optional,low,2240,2510,false
optional,low,1640,1731,true
optional,low,3480,3633,true
optional,low,3450,3661,true
optional,low,460,658,false
basic,low,2120,2226,true
optional,medium,1090,1201,true
basic,low,2660,2681,true
optional,high,280,443,false
optional,medium,2240,2397,true
optional,high,2400,2867,false
optional,high,960,1079,true
basic,medium,3320,3360,true
basic,medium,230,453,false
optional,low,1830,2275,false
basic,high,1450,1481,true
optional,low,140,411,false
optional,high,2730,3052,true
basic,low,2520,2626,true
basic,low,2640,3135,false
basic,high,1430,1843,false
basic,low,1670,2065,false
optional,medium,100,339,false
basic,high,1910,2138,true
optional,medium,400,514,false
optional,low,1720,2183,false
basic,medium,2690,2946,true
optional,high,360,427,false
optional,high,2800,3013,true
basic,medium,1230,1308,true
optional,low,600,704,false
basic,medium,120,424,false
optional,medium,2020,2115,true
optional,low,2860,3215,false
basic,high,2310,2801,true
basic,medium,3020,3224,true
optional,low,1290,1457,false
optional,medium,1510,1691,true
optional,high,580,721,false
optional,low,2880,3184,false
basic,high,2470,2726,true
basic,low,140,263,false
basic,medium,3110,3396,true
basic,low,560,587,true
basic,high,3170,3622,true
optional,low,110,221,false
optional,high,990,1433,false
basic,low,2890,2965,true
basic,medium,1410,1532,true
optional,high,1380,1388,true
optional,medium,780,1057,false
optional,low,2730,3036,false
basic,high,70,565,false
basic,high,30,488,false
basic,low,220,452,false
basic,high,260,481,false
basic,low,2000,2225,true
basic,high,670,863,false
optional,medium,1500,1755,false
optional,high,1580,2013,false
optional,low,980,1445,false
optional,low,1610,2003,false
optional,low,900,946,true
basic,low,1610,1730,true
optional,medium,1810,2192,false
optional,medium,1450,1512,true
basic,medium,1670,1790,true
optional,medium,1740,2221,false
basic,medium,1560,2008,false
basic,low,2120,2287,true
optional,low,1890,2321,false
optional,medium,2810,3067,true
basic,low,1630,2004,false
optional,low,3130,3556,false
optional,medium,490,630,false
optional,medium,670,858,false
optional,high,800,899,true
basic,high,3340,3402,true
basic,low,290,715,false
basic,medium,50,154,false
optional,medium,30,294,false
optional,low,3060,3293,true
basic,low,690,1059,false
basic,low,1260,1505,false
optional,low,2030,2433,false
basic,high,940,970,true
optional,low,1300,1738,false
optional,medium,2300,2744,false
optional,medium,2320,2780,false
optional,low,3050,3090,true
optional,low,140,346,false
basic,medium,1580,1905,false
basic,low,200,426,false
optional,low,590,763,false
basic,high,160,225,false
basic,medium,650,847,false
basic,medium,2510,2837,true
basic,medium,230,696,false
optional,high,400,509,false
basic,medium,2190,2244,true
basic,low,50,481,false
optional,medium,2160,2288,true
optional,low,420,576,false
basic,low,230,717,false
basic,medium,3380,3626,true
optional,low,1650,1693,true
optional,medium,3020,3447,false
optional,medium,980,1255,false
optional,high,270,375,false
